case_name,AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,beta,drag,lift,side_force,pressure_drag,viscous_drag,pressure_lift,pressure_side_force,Cd,Cl,pitching_moment,Cm,Cf,L_D_ratio,Cl2_over_pi_AR,mahal_dist
geo-d36caa7d-6492-44a6-bccf-4cfc84866141,10.5727,30.6,1.0259,249.2133,5.1393,-3.4635,-2.6743,2.7499,0,217125.25750379797,2860564.8480289592,275.45124062951766,179207.05523979687,37918.20226400076,2865913.7740260875,273.9461509783133,0.048095004,0.6336382996898638,-5326212.55,-0.178886667,0.008399145,13.174721729363677,0.012087794213743282,1.5078419903855043
geo-d3afc9f9-8207-4c55-81dc-e1c3847d306b,8.5971,30.7962,1.2004,242.2055,8.0224,-4.3542,-2.7107,1.031,0,241668.9331152946,3003107.381719964,-166.7255526,204507.7378333281,37161.195281966895,3006628.3072103327,-167.2340646,0.050969811,0.6333781258695972,-9926409.998,-0.263234846,0.007837537,12.426534693589485,0.014853345,1.3075855798864424
geo-d3bd6509-5897-4d95-966a-661ab4451f1e,8.1703,32.7395,1.1864,241.3918,4.4944,-3.1033,-4.0474,3.6703,0,235648.45832307733,3119263.884387921,-173.5332091,198439.7606895803,37208.69763349823,3126064.7143662223,-177.9909846,0.049891604,0.6604120382550107,-8487729.761,-0.221769143,0.007877802,13.236937370968755,0.016991905583021494,1.0517223985296373
geo-d4356958-459e-4f0e-b5eb-07ea0dc5188c,8.2855,27.8317,1.3769,241.9487,5.726,-4.9534,-5.0563,0.6676,0,89073.59168623619,1692759.772774851,147.22208359060602,49290.71993156624,39782.87175467105,1693681.0115228232,148.8905062244915,0.017915225,0.3404619889476088,-6435706.092,-0.144339481,0.008003079,19.00405878700426,0.004453164,0.8224198691240759
geo-d44abead-67ed-4f92-86f5-fef6825b0369,8.6977,26.3965,1.0897,255.1539,8.2215,-4.5633,-5.4041,1.5347,0,258252.7784329104,2809666.273,-75.29188023,220494.7846739209,37757.99375898931,2814721.919180534,-74.96850348,0.05617283,0.611133426,-6425778.009,-0.186457407,0.008212737,10.879520020290418,0.013668403132806357,1.0413198643005432
geo-d46d7dc0-a031-473e-89fa-bf7bef4ef4ad,10.7552,25.8362,1.1695,254.0726,8.411,-6.6158,-2.0399,1.1881,0,203502.0003875232,2553634.981338605,-137.9709246,164988.48139615837,38513.51899136342,2556526.752700648,-137.768729,0.043286939,0.5431840576559827,-7287189.929,-0.221277108,0.008192173,12.548451496672286,0.00873224,0.8121551043123509
geo-d4761177-ce52-49bd-bc84-52fbc9eb9c3e,8.295,31.6673,1.2082,252.0318,4.0878,-5.8548,-4.655,1.3488,0,61104.01602307019,624935.7944215134,72.76323796657132,20776.283958462624,40327.73206460868,625339.4595262851,74.51598595,0.012859792,0.1315223558394474,-2178076.659,-0.05640101,0.008487225,10.22740950751182,0.000663793,1.6529053774533273
geo-d4a48591-a04a-4add-88b9-3cd494e40813,8.0933,28.2146,1.2067,253.527,7.9062,-5.064,-4.306,1.1714,0,197074.63218609607,2662397.8176513133,469.7716763285386,158983.59582648255,38091.03635961366,2665423.6942001902,469.7120588864578,0.041492845,0.5605513970665492,-8567084.72,-0.219379195,0.00801979,13.50959171212474,0.012358204198505371,0.6522398977661179
geo-d4ae3d4b-0cf9-4430-bb1e-50a43c6b506e,8.6871,26.9531,1.0297,246.8975,5.3084,-4.6106,-4.5674,1.5935,0,112000.14278710364,2033043.027713606,-620.4608347,73083.92424634624,38916.21854075808,2034479.706072125,-622.7956489,0.024781815,0.449843147,-4278369.038,-0.129874853,0.008610788,18.152146748403126,0.007414767,1.3689310975793596
geo-d4f9b9e1-1a9c-4685-80f4-1ca7db629f50,10.0991,25.7376,1.1751,255.9095,3.8366,-5.2429,-6.7709,1.9869,0,76644.57171389363,1084030.2731262555,93.82034954732774,36038.63244142685,40605.93927246752,1084850.9580244669,96.80807257913864,0.016274493,0.2301799410016666,-1711493.788,-0.049340142,0.008623892,14.143601417368778,0.001669946,1.5226427277801786
geo-d50d0832-1e4c-40a4-bd8b-7f3c66468143,9.9993,36.242,1.2761,254.361,3.605,-3.8405,-3.212,0.9522,0,65073.74354822024,1119180.1423230616,-71.52745206,23596.83135529726,41476.91219292288,1119577.023431664,-72.9029766,0.013445412,0.231242861,-5347106.786,-0.144412584,0.008569835,17.19864389688494,0.001702226,1.7409707644473993
geo-d513cbfa-4ceb-4fb9-aec7-3011d497671e,9.5688,30.2216,1.0176,245.2096,7.7615,-6.021,-1.6004,0.7574,0,135963.82060479932,2491943.612762395,-182.2400111,97168.5073,38795.31330438458,2493255.6760270586,-183.6356604,0.030183007,0.5531938678558704,-6474299.393,-0.204832279,0.008614024,18.32799050275022,0.01017999,1.0610277957161318
geo-d540f7a5-6d37-46fc-83c2-ba3584b1770e,10.9211,30.6374,1.1075,249.7489,3.5278,-5.1082,-5.8564,2.3163,0,69390.31791899656,1198956.8442964589,-116.7737071,28705.01346939743,40685.30445,1199373.1569054956,-117.9372452,0.015014444,0.259426262,-1637919.679,-0.05169542,0.008805127,17.278445758038945,0.001961605,1.6792305533713758
geo-d55ca836-d496-4a16-bda9-60d2e8d2496a,9.4386,32.9717,1.2876,245.1941,5.7716,-3.0267,-3.4628,3.7377,0,358431.3089,3390572.2158133904,-510.5199288,322365.2639605603,36066.04489584102,3404831.9714408237,-507.0181098,0.073830278,0.6983957159231402,-9781980.783,-0.254458878,0.007428905,9.459475587,0.016449234,1.8605255751514769
geo-d5924b27-1cf6-47fe-ab62-1be3a546adde,9.4597,29.2486,1.1767,244.9127,4.1763,-6.921,-2.8338,0.0811,0,89486.37398284276,-557205.8342,-58.03352296,50496.780031594666,38989.593951248295,-557350.7399,-57.55870365,0.018992893,-0.118263265,911109.5828,0.025390134,0.008276955,-6.226711503,0.000470622,3.7805566221208897
geo-d5a17551-d17f-4d3f-981c-999c64ba159c,9.0112,28.3297,1.2179,243.7612,4.4432,-6.4729,-2.9833,2.6284,0,82933.77293027093,1703606.2019514828,35.20793714141435,43180.20410043424,39753.56883,1704294.9095370444,35.38532506827369,0.01740421,0.3575132218655026,-4635240.618,-0.122191341,0.008344238,20.541766541645718,0.004514937,1.008215971183327
geo-d5ad7515-e150-4d41-8a47-6f987a7513e5,7.8273,35.1396,1.1699,244.0761,5.399,-5.5495,-2.4028,1.7202,0,84230.80717844644,1811825.3521150877,-46.03043093,44598.32882,39632.47836060105,1812913.987859005,-45.07564975,0.017911054,0.3852711705582716,-6855016.982,-0.174668515,0.008429253,21.51024563111051,0.006036305,1.0041600864479165
geo-d5d7fffd-1292-4a77-83b9-83a3a7b7ca96,9.2447,35.3415,1.2656,245.6892,3.1936,-5.9521,-3.4639,0.1836,0,71301.33828725119,-557694.443,-62.34491451,31662.93009095115,39638.4082,-557977.0564,-61.36981848,0.014770763,-0.11553181,1517140.006548128,0.039073206,0.008213138,-7.821654634,0.000459579,3.467745469276236
geo-d5fb13f4-f4dc-4d24-a947-6625f61f10b1,8.1626,34.8778,1.0645,244.1808,8.3274,-4.0935,-2.0973,3.2207,0,429183.4930980704,3406517.774926943,-126.5417255,394517.74779835297,34665.74529971894,3423740.1810210343,-126.8626605,0.094022282,0.7462742179931947,-6489875.324,-0.185970196,0.00759427,7.937205949690472,0.021717933,2.8645776150402544
geo-d605b13e-e9a8-426a-807d-16f4c00381b6,10.5397,25.7039,1.0153,255.2018,4.0165,-4.1413,-3.6383,3.6598,0,198927.0501016373,2504999.496839853,139.20936515314645,160197.37694913632,38729.67315250117,2510021.995354048,139.92407814469465,0.044198899,0.556576995,-3142966.768,-0.10624938,0.008605164,12.592553378537406,0.009355616,2.4123462768256076
geo-d62f0416-2130-4820-a702-ede231a8acbf,7.7623,25.0531,1.2297,241.7656,5.9773,-3.0971,-3.0794,1.7417,0,253103.75649191625,2785608.547742576,-142.3291776,216439.1893072097,36664.56718470649,2791305.663232619,-144.879978,0.052945008,0.5827020076255224,-8292244.565,-0.201076882,0.007671153,11.005796936212413,0.013923638290396136,0.7503832229190679
geo-d66ec0ed-4fc2-4dae-8705-a5ba238cbb3e,9.5127,36.8776,1.1492,243.2029,3.8879,-4.1619,-5.745,0.8112,0,59613.83953887933,744335.6109806029,12.877572503220506,19369.58713364941,40244.25240522886,744566.2987602733,10.578277936565769,0.012749427,0.1591887498132713,-2462977.894,-0.070282851,0.008608651,12.485953207143652,0.000847952,1.4968140249485147
geo-d6a2a024-8827-4da2-a788-2547bd5e1afe,9.211,32.2612,1.1151,244.3536,6.606,-4.9889,-2.0286,3.6429,0,296829.0641198152,3152033.0520979324,47.12302423,260544.81583169827,36284.248288116425,3162486.9068519594,49.71670048,0.064089804,0.6805707588573822,-7511567.709,-0.216469076,0.00783589,10.619017586585187,0.016006262,1.2825054418853876
geo-d6ae3e4a-4f2f-47e0-89e3-c7615e85295a,8.9006,26.2488,1.1106,251.7826,4.5389,-6.233,-2.6563,3.5212,0,137798.55593914067,2080812.836649411,60.16563265692528,98988.09055374732,38810.46539,2083121.126277529,62.73061060687584,0.029796573,0.4499400617798401,-4421855.089,-0.127746727,0.008392053,15.10039653513068,0.007240027,1.1268302734706686
geo-d708ac81-6ba3-41e6-a61f-e2e1cdb65767,9.1513,36.5689,1.0414,242.9605,5.1025,-4.6749,-4.5528,1.2582,0,70520.46739095016,1466416.0200227138,60.22613135728824,30683.155243314017,39837.312147635945,1467093.4100438545,61.07391491050481,0.015548205,0.3233123279922918,-3999088.695,-0.121508172,0.00878502,20.794190314894323,0.003635899,0.9312298721273998
geo-d708c785-082c-4e3c-8990-9ed5c5e0de96,8.4142,34.5832,1.3732,256.3224,6.2957,-3.2726,-6.1712,0.5599,0,114641.5545609764,2372232.450025203,18.61835814374588,74061.20362819638,40580.35093277936,2373392.916807353,18.028237605111045,0.023080006,0.4775854499974937,-10390061.48,-0.235479223,0.008171416,20.692605391733768,0.008628583,1.5282121797075727
geo-d77db3e7-f0f2-48f7-9d31-e61b1ddadf19,10.7579,27.0834,1.1648,245.4052,4.3445,-5.6635,-5.6264,0.7854,0,69045.20870615158,410322.6143,108.31996966219891,29011.965243375904,40033.24346277621,410698.9307659193,109.2371753065006,0.014702687,0.087375288,-712440.9311,-0.021364685,0.008526516,5.942810833990884,0.000225891,1.974285440027136
geo-d77dfbc3-b514-419b-b2fc-bfd8892fc867,8.5375,34.5743,1.2066,248.4056,4.8162,-3.6346,-7.3835,0.3685,0,68100.98895715675,1100733.092748887,106.91523157204507,27699.903692533524,40401.08526462335,1101064.3114249029,107.4552205879272,0.014335665,0.2317108846245339,-4093759.711,-0.105946157,0.008506387,16.16324681336683,0.002001761,1.1804193385061628
geo-d7983418-9007-4e1b-8156-a0962a62102d,7.8475,30.1977,1.3771,256.6841,7.1516,-4.1185,-5.8676,2.4248,0,259687.99221306812,3050522.9693028736,-131.5158574,222266.98379883845,37421.00841423026,3057808.0080421227,-129.1776501,0.052238707,0.6136416797171742,-10431921.04,-0.231382112,0.007527552,11.74687725568762,0.015273849361150954,0.8951476434331771
geo-d7cd8757-e409-42a3-8c3f-eb955f043613,7.587,29.2776,1.3236,253.5373,7.0798,-5.3309,-7.3129,0.1502,0,87902.37026470565,1572139.478442984,74.31501574,47528.85317364371,40373.51709106227,1572750.3087340305,72.33828460374812,0.017929643,0.3206728057463706,-6184584.668,-0.138131287,0.008236739,17.885063550717778,0.00431424,0.8494568679094058
geo-d7d51bdb-ae49-462e-946d-68485ab8b6fe,7.9691,37.1994,1.0132,248.6807,6.1448,-3.3701,-2.5744,0.3544,0,98527.70653097986,2091383.9487094893,-288.8182534,58958.21439184734,39569.49213913206,2092277.7216670315,-290.4596307,0.021900276,0.4648630041629409,-7162784.324,-0.207500178,0.008797097,21.22635370642581,0.00863159,1.1333854852302832
geo-d7e770ca-48b7-4874-bde5-defe4959a48c,8.2994,29.1991,1.1419,255.7951,6.586,-6.3759,-5.5502,1.1755,0,83721.37781470631,1639591.3334051557,124.20524533373413,43428.25119721066,40293.126617495705,1640611.066128475,126.79558881330904,0.017941662,0.351367773,-4753768.845,-0.127412173,0.008636643,19.58390289555387,0.00473508,0.8689605699064307
geo-d8133ec6-3702-4ded-893f-7d19eeb7c11a,8.8147,29.9361,1.3883,243.6869,7.3111,-3.5982,-2.8344,3.6109,0,467711.8191783846,3631773.0419681994,148.63256682975353,432960.1550123059,34751.664166078066,3652563.684502948,149.43275697507534,0.093790419,0.728280754,-10947135.18,-0.251098908,0.006970171,7.764980257176378,0.019153152108988006,2.947560676566775
geo-d843ba46-e4bc-4d1d-8411-2cfe8159757b,8.2622,25.8778,1.2363,253.5305,7.1605,-5.0019,-5.8486,2.312,0,224540.9137024775,2642800.891061893,-11.30019921,186986.22064764012,37554.69305483845,2648538.9712156807,-11.52045693,0.046895672,0.5519525191343331,-7174955.258,-0.181521109,0.007843307,11.769796637434489,0.011737020506765412,0.5710811596313197
geo-d8598c15-da9f-44c1-833a-a8aee56a4aea,10.4479,32.5638,1.0405,251.8927,8.5897,-6.2958,-7.3146,0.6382,0,107775.0249033016,2117367.8523898027,1141.5798038442708,67767.33586,40007.68904251401,2118170.097656113,1146.4143600508892,0.023768145,0.466953331,-3992260.55,-0.129698308,0.00882487,19.64618291009044,0.006643058,1.655235567414797
geo-d87d7850-9c9a-46f2-bf8e-1ed4907544c5,9.3191,29.6031,1.2518,251.3645,7.7433,-3.5625,-4.0918,0.8922,0,253821.9770978449,3029409.357146586,-917.9655202,215864.57133049163,37957.405767353775,3032684.186696044,-917.1094487,0.052788852,0.6300441173305262,-10060710.44,-0.267168103,0.007894184,11.935173588135704,0.013558700797693252,1.4686286534906086
geo-d8ea6f6e-9558-404e-afef-d1335b0ad7d8,7.7562,37.1022,1.1168,256.2058,7.6763,-3.194,-1.6537,2.0483,0,352609.38187825336,3424496.390527583,-195.2299821,315556.9731,37052.40883,3434349.742262863,-192.8549752,0.076113042,0.7391999458512672,-9668399.737,-0.259515662,0.007997963,9.711869753113879,0.022424614244799527,1.845619924097313
geo-d909b909-a9f0-42dd-9308-cfb437057b5c,9.1715,30.7495,1.0671,256.6041,4.5865,-5.9466,-7.207,0.2059,0,86716.41474462216,-243891.3002,35.68036659359894,47042.44575176027,39673.96899286134,-243908.1826,36.62931311333399,0.018979186,-0.053379264,961380.4753808778,0.028675607,0.008684996,-2.812515957,9.889057797622199e-05,3.1427435396427867
geo-d91f68f2-5006-4b6f-9645-25b94ab548a6,10.2012,28.6041,1.2848,248.3523,7.1198,-3.8517,-3.2439,0.2386,0,178903.3372056647,2690116.1927702823,951.7358438,139949.53797472577,38953.79923093897,2690858.151545199,950.6900511,0.036870826,0.5544156258144447,-9993200.563,-0.266470024,0.008029748,15.036702136404422,0.00959113,1.6713984400206399
geo-d968ae3d-e860-49ed-ba05-28071cfa4332,10.8689,26.7531,1.1755,242.6616,6.5258,-5.054,-2.5789,2.4895,0,244086.3223,2811629.3815018265,-53.93421768,206549.20469070628,37537.117622525766,2818009.4572447543,-51.96783298,0.051833616,0.5970712146317717,-7159488.21,-0.217551194,0.007971255,11.518996045561792,0.010440391926953736,0.7720110207279804
geo-d9701f52-2480-4086-a2b0-49ba2ba30cff,10.8595,27.9812,1.1076,242.5943,4.1741,-3.0582,-6.3267,1.6289,0,110689.09515181847,2076782.3129151403,366.3191818700281,71244.05124646146,39445.04390535775,2077989.9199970076,371.2345044281634,0.023954823,0.4494476458456177,-4631362.362,-0.148129603,0.008536469,18.76230273692877,0.005921047,1.049779828455257
geo-d9d8b0c3-2205-42a2-ac50-cd4d3944f00b,10.416,25.6056,1.1653,246.6309,5.9235,-5.0905,-3.192,0.8671,0,117645.8500304411,1942833.412688886,-1501.666413,78518.83977237086,39127.01025807055,1943807.8998696115,-1501.773347,0.02505357,0.4137410046635871,-5908998.603,-0.177140628,0.008332348,16.51425368753898,0.00523126,0.695464943
geo-d9f2a475-cc21-46b6-b119-2bdb8e661d30,9.645,33.4449,1.0652,240.4076,6.9756,-6.0086,-4.0116,3.2162,0,186721.37379281304,2858753.5865630363,62.41634470724385,149234.83259033196,37486.54120248123,2862806.8191335644,65.77050018065279,0.040897355,0.6261493130961726,-6575724.095,-0.204717857,0.008210588,15.310264317866084,0.012939089362744132,1.2444676780938322
geo-da2b7d5c-d0a8-4eb3-94bc-3cecfc8be166,9.4191,29.8574,1.3938,256.7121,7.9981,-4.4984,-3.4227,3.2545,0,422419.2892756568,3530101.6070803497,624.2788107835364,386219.6734114917,36199.61586416407,3546984.171790757,621.4234397,0.084586558,0.7068785693204112,-10792829.17,-0.254860656,0.007250188,8.356866499002924,0.016886138615830742,2.502530275880281
geo-da38f360-c75b-4e56-afb3-52aff3f573b3,8.5518,33.4617,1.2664,244.969,4.0455,-6.4864,-6.0215,3.8585,0,85319.24801135747,1767592.2943971122,-28.91322828,45294.17260195393,40025.07541,1767298.0614014957,-27.61093405,0.0176709,0.3660949677173893,-3846204.383,-0.095215107,0.008291469,20.71739186170299,0.004988616,1.5854304350126822
geo-da3cc3a1-71b0-4ab1-92ae-b133097f3e6b,10.6675,37.4272,1.2129,257.913,8.1345,-5.806,-2.7102,0.0058,0,91237.22952460968,2163518.1869178284,-86.59347039,49782.87480127403,41454.35472333588,2164109.184451024,-90.65511686,0.019172911,0.4546492994738041,-9866995.376,-0.284078931,0.008713122,23.713107008956914,0.006167946,2.7884447752668504
geo-da6a7166-8b8f-4f80-8de2-4ad559d65642,9.8125,25.3417,1.0756,246.3912,3.1535,-4.4605,-6.883,2.8873,0,95904.22568948095,1693582.0441429678,61.58413475256462,56323.73997126697,39580.48571821509,1694609.810830658,63.08083174126119,0.020939412,0.3697711131480936,-2220174.6,-0.068055082,0.008643618,17.659097208359174,0.004435437,2.0890492405605423
geo-dab629be-a304-41c0-9426-33d7e0800112,8.3991,33.3481,1.16,251.3105,7.9992,-4.9536,-5.1858,3.9704,0,368045.9704405429,3370481.0367167774,31.63275795,332026.48378701514,36019.48665352753,3385829.6576478723,28.642467521183548,0.078493361,0.7188242896600358,-7868642.015,-0.212676855,0.007681855,9.157771874753559,0.019582262274827053,1.9372150101166876
geo-dac5ac6c-1882-4fb3-8fe5-dec6c6bc2b5b,8.9206,28.1536,1.3797,256.2808,5.6718,-3.159,-7.0857,0.7861,0,133590.19201585944,2262487.6019264674,47.28380715,93739.29720779051,39850.894808068304,2263845.645951488,45.397536469031536,0.026854673,0.4548115671213966,-8084404.334,-0.190810844,0.008010896,16.936030765326514,0.007381066,0.7091147014635333
geo-dafb031b-09fb-4a9e-903c-b5fd5c4f6b9f,10.3396,29.1747,1.3178,241.7782,3.8848,-4.987,-7.1689,1.795,0,71860.64620548293,1081567.6099694546,-21.88784905,31534.648780051783,40325.99742543128,1082253.9344973422,-22.00865031,0.014680164,0.2209497284955095,-2107931.733,-0.055200853,0.008239723,15.050902922257967,0.001502911,1.4304067987780076
geo-db0c9a03-09a8-4ffb-8190-d50f993766a0,9.3186,33.765,1.0502,245.7563,3.0247,-5.009,-5.0692,1.4204,0,57580.82044067522,344589.15861528093,162.22778016095293,17660.13877236074,39920.68166831419,344839.0412767315,162.50040738760777,0.012663344,0.075783063,-519220.5114,-0.015813134,0.008781247,5.984443361,0.000196175,2.0080003407374174
geo-db29e2dd-f291-43d2-a2a2-d669e1dca44f,9.2485,36.4286,1.3355,252.1223,5.5792,-4.4356,-5.8049,1.2823,0,86260.33909784058,1919699.5200259164,37.59796708750437,45229.95792371879,41030.38117412318,1920783.8805143195,37.76097488441938,0.017542979,0.3904140410197517,-7499682.099,-0.186287727,0.008344406,22.25471798631022,0.005246017,1.1652560153919802
geo-dbfa757d-e07c-4c6e-b744-23133912569c,9.0604,30.9269,1.1444,254.1881,8.1914,-3.3553,-6.5089,0.6858,0,232133.3823941552,3000166.115513066,-4071.331562,193661.36676433563,38472.01563,3002525.6148107173,-4069.487248,0.049722318,0.6426271544521783,-8677794.875,-0.246513816,0.008240554,12.924319994695415,0.014508446134513443,0.9787316227250921
geo-dc311a3a-0a4e-41db-8851-db4626195987,9.6153,32.4626,1.292,251.3079,3.0394,-3.0436,-7.2938,2.4587,0,88256.05099,1880847.986644805,-17.83377353,47420.98555249837,40835.06543796912,1881591.7752861984,-18.35585702,0.01815773,0.3869641647693609,-5173969.958,-0.135395168,0.00840133,21.311263823122594,0.004957113,1.018208051972455
geo-dc31dc85-2534-4ffa-a148-04fd082d8f0f,10.3584,37.2091,1.1039,242.067,4.7263,-5.3875,-6.3882,2.1244,0,69901.97423359407,1376582.001398187,19.180215340947434,29681.91617218844,40220.05806140504,1377082.316882874,20.577108604337383,0.01514363,0.2982240397116119,-2293343.853,-0.071840267,0.008713266,19.693034660194517,0.00273302,1.5600071910661129
geo-dc41ff4f-3ca2-4447-9f92-857827901619,9.8032,26.6998,1.3364,247.8236,5.0736,-4.9116,-4.934,0.3083,0,72633.60445402881,1119874.7624993557,91.27195700717698,32092.177377423995,40541.42707660521,1120228.8880005744,90.54359881228832,0.014768161,0.2276975078681957,-4258143.446,-0.10882209,0.008243005,15.4181356,0.001683445,1.2402001505286309
geo-dcad87d0-dd25-4d29-b04c-8915a7064e49,10.5386,29.3113,1.2823,257.1205,3.8979,-5.7922,-6.5992,0.3171,0,107370.25232812576,-427394.9488,-95.21921848,67241.28010628205,40128.97222184405,-427190.475,-98.81345586,0.022147744,-0.088160673,2116951.963690534,0.058421646,0.00827754,-3.980571336,0.000234756,3.5297012487097654
geo-dcdc170e-d16d-4360-87c7-129d3f51f1cd,9.0702,25.0007,1.1948,250.6501,5.4617,-5.0349,-2.9316,2.3858,0,177267.27827128943,2354796.9260603557,-103.1130539,138974.84955548673,38292.42871580211,2358697.6377597474,-106.5627744,0.03744452,0.4974084449502059,-6300445.972,-0.172345747,0.008088543,13.283878158588267,0.008682796,0.28839101354268515
geo-dd24851a-0866-40d4-a2ef-e37acbe53fe0,8.6203,29.4322,1.3338,248.8019,8.7388,-3.0206,-2.929,0.3222,0,335446.0411107963,3281488.908299262,-641.9946106,298466.4382,36979.60292066528,3283609.2085098075,-632.6966525,0.068251174,0.6676646747547977,-11753535,-0.28222064,0.007523976,9.782464259923714,0.016460558,2.2026602648898943
geo-dd5be2a1-ff11-44b6-a136-6196dd4a6aa4,8.0484,26.0929,1.1633,245.9641,7.3699,-3.5714,-4.7827,1.2928,0,251594.37921672032,2805983.1199214403,199.5437060628559,214497.8578,37096.52142653668,2810401.000108808,202.77510168931516,0.053597503,0.5977625134947263,-7849316.074,-0.203828932,0.00790432,11.152805275925486,0.014131814485580764,0.7811569498774193
geo-dd6f8fd1-61c8-45c3-87b5-b602feae2d97,8.6648,37.3867,1.3315,254.2027,6.3407,-3.3369,-2.5543,2.0271,0,229127.4118152628,3231136.9275299013,206.40156389630775,190696.8205405939,38430.59127467051,3236516.887204729,202.83991603996583,0.04663789,0.6576838896974694,-13393586.77,-0.317796457,0.007823959,14.10192216606127,0.015890077,2.2496173122750958
geo-de0b37f7-79b2-405e-811a-72a354c553b5,10.1076,33.9901,1.2196,241.4302,5.9785,-3.0418,-2.0225,1.584,0,216027.3751290925,3114423.203584744,-148.8807542,178093.82636475508,37933.54876433682,3118511.720790012,-145.360455,0.045323161,0.6534148904947256,-10952188.2,-0.310368239,0.007958525,14.416798804890563,0.013445598391528672,2.0914071721381675
geo-de550680-4efd-458f-b022-f1c545787fee,10.9267,36.8884,1.2994,256.4552,5.3566,-4.4953,-3.0532,0.2997,0,70178.88910157254,1412939.522124011,1.7776251820554094,28239.104059577752,41939.78504199467,1413350.5435413478,-0.015989223,0.014410021,0.290122695,-7110155.15,-0.19724341,0.008611564,20.13339823716793,0.002452023,2.253512367022812
geo-de55d85b-3b72-484c-a909-d71ab39bdbcd,8.7407,27.6422,1.3035,248.4657,8.1059,-5.6999,-2.528,2.2642,0,287930.2268723047,3034589.884799111,-89.65420511,251044.93827034836,36885.28860195627,3042604.393984068,-88.35637784,0.059056843,0.6224191944977714,-9479329.807,-0.234471579,0.007565434,10.539323772161405,0.014108143458716183,1.213659288704144
geo-de679caa-783d-44e8-ad2d-2f5346b8aaa3,9.1744,28.668,1.298,240.5629,5.47,-4.8013,-4.7203,3.5034,0,221045.82897136555,2801694.0815502955,129.02948043447196,183791.0859080036,37254.74306336193,2808017.158914762,133.0718716030083,0.04540491,0.5754945443970029,-7943695.917,-0.202137951,0.007652437,12.674720416973942,0.011490922032636495,0.5493284711109059
geo-dec098e5-99ca-43ec-876d-5e19b7d08d96,8.6885,31.4401,1.0471,241.5803,3.9421,-6.8768,-7.1914,2.1093,0,68669.69817,224146.39990859045,62.91335183,29616.10254419987,39053.59562811166,225102.49916194152,61.11177250769883,0.015118577,0.049348907,1128713.3306400054,0.033814876,0.00859814,3.2641238548353964,8.921962617985855e-05,2.515270617821413
geo-df10599e-7575-4998-95cd-5f9c07c34554,7.8727,27.4576,1.2669,243.4368,8.5588,-3.6808,-4.3833,0.4974,0,268829.16751348536,2957636.687569744,358.5192437303697,231989.21852215263,36839.94899133357,2959969.8602916724,361.9081090014584,0.055671069,0.6124885794077555,-10006906.82,-0.237597858,0.007630621,11.00191885771243,0.015167793775079505,1.146931723445668
geo-df326a55-6d56-40bd-8a75-0fa4ffd312bd,9.1989,35.3032,1.1206,254.7471,3.089,-4.3908,-5.2319,1.0985,0,58562.46444,442373.2225218366,43.17051665078559,17784.737972652078,40777.72646356999,442556.3165150126,44.29062219035022,0.012627622,0.095387414,-1340756.577,-0.039079173,0.008792714,7.553869646377475,0.000314845,1.8691646025973483
geo-df45ddd0-43c0-4692-80e6-b6cffb425eda,9.5397,31.1557,1.352,248.3,6.2386,-3.9173,-3.4568,3.7575,0,357009.9843434189,3385269.6198879774,-343.9469646,320590.02971542435,36419.95462799467,3399522.262167222,-345.8859626,0.07229057,0.6854796285275337,-10145675.7,-0.252806937,0.007374599,9.482282760561644,0.015678500178985783,1.826914034
geo-df5db2a5-0760-4988-be3e-5d3f3dc5d6ff,7.8999,29.9244,1.0471,242.5275,7.6268,-3.3481,-4.2975,0.4806,0,206685.08934796543,2862843.9206025493,210.99396904259925,168905.7993,37779.29000838757,2864493.8048575004,212.0907322,0.04550456,0.6302943907309658,-7361892.455,-0.210306174,0.008317586,13.851235856607005,0.016007202,0.9995660864287415
geo-df7cc474-2c4f-4967-a50a-61e9e41b3eef,10.5386,31.421,1.0246,251.3152,7.5741,-3.1854,-2.7781,3.7765,0,496100.7161,3421003.923890541,782.1508522508719,461396.5322475644,34704.183830685906,3444142.564176656,788.7993122762033,0.1099087211945624,0.7579069214991484,-3563975.599,-0.117703051,0.007690097,6.895785095683972,0.017349978977054332,4.312597489316752
geo-df8c720c-05b5-4ccf-bc61-9abbd0379a24,9.4043,31.1977,1.3756,246.1846,4.5178,-4.6284,-5.8316,2.0745,0,92201.52893945423,1995033.385445225,83.74530924406082,51754.89339342689,40446.63554602837,1996135.9790785983,83.37815621724693,0.018554494,0.4014774442346023,-6357162.326,-0.154529763,0.008139376,21.63774731713281,0.005455643,0.9155923652898417
geo-dfb35b30-95dd-4d8a-a881-c0a9fc03e6ab,9.1285,33.9852,1.1354,240.6863,3.4959,-5.0937,-3.1767,1.4024,0,58775.37469874656,782217.0932931335,31.643078913270685,18908.99030056897,39866.3844,782533.2476226102,34.37308914953432,0.012621158,0.1679697578615706,-2822921.601,-0.081046038,0.008560682,13.30858539485947,0.000983814,1.4831607960661604
geo-dfd6ec9a-6c93-4127-b7eb-dd06ca1eefcb,8.5356,36.5596,1.2417,250.457,3.3919,-5.5845,-5.7778,2.2846,0,62475.253704298586,782740.5322935558,-113.139813,21831.86384806634,40643.38985623193,783149.0901233394,-109.7539534,0.013028934,0.1632370260570154,-1704153.269,-0.043642675,0.008475952,12.528809182566082,0.000993696,1.5500021119827148
