AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,mach,Cl,Cm,Cd
7.9891,36.8926,1.1399,6.2816,5.0697,-3.8123,-6.8072,2.5433,0.8,0.4611956553945172,-0.1564879273107668,0.0209549088392455
10.8117,27.733,1.2954,6.3716,3.6273,-6.0587,-7.2804,0.992,0.8,-0.0379186067034568,0.047659118917408,0.016082106045471
7.5281,34.6797,1.256,6.5147,4.0461,-5.989,-2.1202,0.5616,0.775,0.0725438366244566,-0.0639485006080267,0.0115511554196032
8.7994,26.3606,1.0879,6.253416499999999,4.8453,-5.5581,-5.0062,1.749,0.85,0.3335944442528959,-0.1001590057022719,0.0177416069670195
9.6198,35.7201,1.0109,6.4147,3.7895,-5.4163,-3.1663,1.3811,0.75,0.1512698323408198,-0.0529068921845153,0.0128212214326107
8.1663,31.4272,1.0382,6.1845,8.197,-4.5834,-2.4294,3.7947,0.825,0.7578055329670031,-0.1553336555481843,0.0916477782020421
8.8786,26.2991,1.2434,6.315837,6.4295,-5.9697,-4.6806,0.3635,0.85,0.3019823408846371,-0.1328928092788611,0.0169861568337466
9.7621,37.4446,1.2449,6.5136,4.3212,-6.633,-4.7957,2.8778,0.775,0.2456383006979496,-0.0696934394929278,0.0141204610737358
7.9084,35.6968,1.0761,6.15078526,6.9832,-5.5156,-6.3542,0.1911,0.75,0.2587134460424491,-0.1005464357151365,0.0147706314281296
8.6592,34.8307,1.3831,6.2441,3.8774,-3.2718,-6.3608,1.9866,0.8,0.3587003532234964,-0.1458126086177487,0.0166393206792811
10.0987,28.9865,1.2237,6.2128,3.1354,-6.2479,-6.9597,0.4571,0.8,-0.1705418018860332,0.0804137789170271,0.0223954046940148
10.2101,34.3159,1.1127,6.2845,7.2108,-6.4819,-5.0406,1.3493,0.8,0.4017830038516888,-0.1422745862049418,0.0175709041876303
10.5542,31.7056,1.3206,6.27005096,6.8181,-3.3649,-3.1708,0.7939,0.85,0.6197169564375944,-0.3095481602273552,0.0421736757624633
10.6171,25.7965,1.37,6.2651,4.1652,-6.2892,-1.8715,1.1306,0.775,0.1547878310645399,-0.0754411572158538,0.0122160028952976
7.9793,36.9849,1.0873,6.53402808,6.1545,-5.3942,-3.88,3.8917,0.75,0.6014586329913618,-0.1784873672069254,0.0289765003815532
9.4937,33.1165,1.0076,6.26468648,7.8137,-3.0744,-1.7194,0.4697,0.85,0.6906304688113462,-0.2233290098216623,0.0568615256700776
10.3154,31.7897,1.1714,6.1102,6.7703,-5.1188,-5.7588,1.9296,0.775,0.5343393021371563,-0.1809658273443102,0.0224821551252949
8.531,33.3551,1.2901,6.21113312,3.7698,-6.01,-3.8833,3.2089,0.85,0.3409948999212491,-0.1194329670975747,0.0161507374685547
7.7593,30.6627,1.3938,6.3137,3.2551,-6.1879,-3.4433,0.0426,0.775,-0.0939294022256172,0.0004865135281887,0.0123921644021623
7.5266,32.3408,1.3417,6.553189839999999,4.6561,-5.9052,-5.9724,2.5446,0.85,0.3140843419170933,-0.1087739127659327,0.0166712149182508
8.7786,31.3546,1.1986,6.13605834,3.0336,-3.1904,-6.2378,3.9253,0.85,0.5443971232493495,-0.1734117654830682,0.0306640313874776
8.2398,25.8776,1.1479,6.2888,7.1657,-3.8442,-6.2835,2.4613,0.775,0.6964067339298682,-0.1870628299726513,0.0447910759860484
8.4681,35.824,1.2153,6.124354019999999,4.3697,-3.7315,-2.8662,3.2087,0.85,0.6107714578012055,-0.2659385602900511,0.0328143514113994
10.3789,31.9144,1.3688,6.4053,8.2746,-6.5959,-2.8112,1.8911,0.775,0.6223170605778239,-0.2650035182860648,0.027401414810563
7.8242,29.5144,1.059,6.22137948,3.9891,-5.4625,-6.7442,2.6832,0.75,0.2564289022942508,-0.0420730820508702,0.0152462889215335
10.9505,30.901,1.3968,6.41346444,6.8358,-5.1348,-3.0048,3.1048,0.85,0.6404924638302129,-0.2749242518524549,0.0576618913025353
10.1158,25.8058,1.0604,6.4049,5.9989,-4.1472,-6.6268,1.4513,0.75,0.4774596613909183,-0.1129457365486418,0.0207941474342035
8.8107,27.7569,1.0799,6.3973,4.1282,-6.4496,-2.0761,1.8677,0.8,0.2111242545181579,-0.0755335761719499,0.0136163127622251
8.8533,34.9787,1.2234,6.4305,3.3635,-5.0671,-6.4504,3.5983,0.825,0.350472623118941,-0.0944041323582847,0.0169348840133197
7.5805,26.4743,1.031,6.4817,8.6976,-4.2545,-6.5238,3.3797,0.8,0.7599562192204945,-0.1427712135635749,0.0774595178233918
7.6081,31.5686,1.0675,6.5386,6.3226,-4.4125,-5.4176,3.1366,0.8,0.6927817212801421,-0.1778868828960447,0.0372036775816772
8.5606,30.5755,1.0483,6.161,4.5997,-4.1188,-6.7243,2.3161,0.775,0.4001625059745904,-0.088340718912694,0.0184505222357935
9.0192,36.4374,1.2309,6.4392,8.4366,-5.0926,-3.5491,2.0334,0.775,0.6952859124061849,-0.3022911261103869,0.0370036210743433
9.2951,36.3094,1.3406,6.5446,4.9929,-5.4528,-3.2057,0.5684,0.8,0.1871525545323087,-0.1140066527700093,0.0126890098572441
9.8596,30.2633,1.0024,6.0982,6.4189,-4.228,-4.0005,2.8962,0.8,0.6781220484743142,-0.1684711775929575,0.042590158097222
9.5858,29.4852,1.0791,6.5036,7.9126,-3.5051,-5.2581,0.5832,0.75,0.6359492887165938,-0.2129748398339221,0.0291772758071161
8.7057,25.5864,1.0598,6.4799,8.5933,-4.3868,-1.8537,2.7969,0.775,0.785783042068131,-0.1801941471310585,0.0816908696300161
8.9498,30.3006,1.1032,6.2401,8.5254,-3.5288,-5.4151,0.7449,0.775,0.7321932597875273,-0.2438701549200625,0.0391409508243559
9.5164,35.8538,1.2787,6.1578,5.453,-6.4761,-3.921,0.533,0.8,0.1376873352020807,-0.0717184019727318,0.0120845898055296
8.2801,27.4126,1.3166,6.3359,4.0892,-3.0969,-5.7837,1.7611,0.825,0.444104215895735,-0.1557952754543339,0.0204153938449053
10.9347,27.782,1.038,6.1072,6.0408,-6.042,-2.268,2.514,0.775,0.5596443228355498,-0.1389032104099792,0.0227201066347728
10.0312,29.521,1.1037,6.4597,5.1721,-5.0342,-2.3619,1.0415,0.8,0.3503407885122862,-0.1528752939309434,0.0162371812388496
8.221,37.2293,1.0374,6.1544,3.2031,-3.1319,-3.8848,1.7917,0.75,0.2893193885469002,-0.1064965240773791,0.0150130273332091
9.4213,29.2108,1.0009,6.43899398,3.4989,-3.3348,-3.5782,2.3948,0.75,0.4298964766435472,-0.1008901997562914,0.0188481306625627
9.0445,28.9301,1.1361,6.255859979999999,5.3991,-5.7144,-4.6959,1.3446,0.85,0.327191066216888,-0.1188408068152278,0.016414955334396
10.2953,37.37,1.0295,6.3837,6.8543,-6.2781,-1.6417,3.9327,0.8,0.720896040326205,-0.2018582373026037,0.0392562631023089
8.4348,36.6183,1.374,6.1384,4.7262,-3.0611,-3.2685,1.7055,0.775,0.4558199615833919,-0.222976979088437,0.0198842032687257
10.3676,31.6167,1.2763,6.1533,4.177,-5.3535,-5.0902,3.2539,0.8,0.4226187480277908,-0.1330947009582405,0.0180434117601792
9.4178,35.5844,1.1638,6.4522,7.0895,-3.323,-5.6007,1.2282,0.75,0.5711962726617619,-0.2441065832970727,0.0254139631867497
10.8749,27.9972,1.3026,6.2821,7.0341,-4.2141,-3.3619,3.2,0.775,0.7565767209520687,-0.2990379414499521,0.0585933438359201
9.5674,32.2674,1.1876,6.39468622,3.3263,-5.8805,-4.4729,0.0452,0.75,-0.0941403068899976,0.0226102248141567,0.0132084094699967
10.005,34.0918,1.0654,6.1502671,6.6331,-6.9023,-5.9598,2.6177,0.85,0.4521477214357104,-0.1069984482702589,0.0218451233133052
10.9027,26.2781,1.3952,6.23373404,6.1816,-3.1187,-7.3767,2.8357,0.75,0.6895230356926906,-0.2187984659839964,0.040636230962982
10.2986,30.0602,1.2074,6.4249,4.3151,-3.1774,-3.5112,1.0598,0.75,0.3768909419148686,-0.1731039479239048,0.016678168156036
8.6576,27.561,1.087,6.2244986,7.0338,-3.847,-3.3627,0.2191,0.85,0.5506558069354858,-0.2140845924740938,0.0355349388608474
9.4174,28.0413,1.1253,6.1286,6.6806,-5.603,-7.1764,3.5476,0.8,0.5801454551316845,-0.1464851787938454,0.0366351753046181
9.9901,32.0527,1.0775,6.1117,4.6952,-5.4316,-2.9202,0.8124,0.775,0.2033324764019806,-0.0938731508248543,0.0130796917196556
7.7299,33.6169,1.1744,6.3526035,3.881,-4.7163,-3.4056,0.5522,0.75,0.130756518197264,-0.0799219401988819,0.0122279919341937
9.1778,29.2246,1.3006,6.193619819999999,5.4317,-6.9938,-3.1753,2.0891,0.85,0.3441968624444045,-0.1309021207768393,0.0166224389296667
10.9173,29.658,1.2055,6.5405,3.1699,-3.513,-4.0585,3.8424,0.825,0.6019627936463822,-0.2172931300699986,0.0318111037552387
10.1509,35.3119,1.1051,6.5396,8.3527,-5.025,-6.1124,3.2834,0.8,0.7206465635300556,-0.2542383000950371,0.0520348777963631
7.8099,33.5788,1.2846,6.29835926,5.2923,-3.464,-3.2782,2.7289,0.85,0.6388439262821916,-0.2569318562390622,0.0441880797930087
8.9088,33.7204,1.3132,6.20873536,8.6454,-6.0572,-2.0966,0.8634,0.85,0.6021920410903283,-0.3006144535957051,0.0357501969412981
8.0455,34.6141,1.3485,6.2226,7.3203,-3.632,-7.436,1.9044,0.775,0.6156454804964203,-0.2306118785833542,0.0307245711206029
8.1898,33.7483,1.0688,6.3302,5.2167,-6.7452,-3.2444,2.3495,0.75,0.2922143414976774,-0.0864034634518017,0.0151906289914746
9.8988,37.0359,1.1987,6.3484,5.272,-4.1609,-4.1331,1.2255,0.775,0.3629451667776923,-0.1834626137618207,0.0162033384122584
8.6304,35.5078,1.2966,6.4674,4.7454,-5.6918,-3.5103,1.7085,0.775,0.259622591740857,-0.1176893705401828,0.014043956248859
9.5902,34.9603,1.0688,6.55133564,7.3733,-6.126,-2.7716,2.4193,0.85,0.643684834727354,-0.2427520819733357,0.0361403879604321
9.3766,29.6459,1.3145,6.2372,8.7659,-3.9835,-5.5657,2.7865,0.75,0.7623533789955852,-0.2792821500276958,0.0636235956319518
8.6162,34.0808,1.2817,6.1476,7.1003,-5.2668,-2.3877,2.9097,0.8,0.7221879458411646,-0.2858309302486838,0.0418743514020233
8.0042,28.7363,1.1536,6.134747699999999,3.1867,-4.9093,-3.2942,3.1728,0.85,0.4160706827823091,-0.1305735439981346,0.0203518963913775
9.09,30.4769,1.0835,6.396,4.7933,-5.2558,-4.053,2.7555,0.775,0.4369001271074725,-0.120128662688102,0.0191222065701819
7.6445,31.036,1.1542,6.4305,5.1498,-6.9278,-6.0467,3.5655,0.8,0.3750813440063663,-0.0843184586657306,0.0185357078141463
8.1745,27.6472,1.2768,6.26366794,6.0605,-5.1971,-4.4387,0.0432,0.85,0.282572186594688,-0.1380480280195113,0.016121851775991
9.5214,26.0149,1.3333,6.10598474,3.3387,-6.941,-4.286,0.7312,0.75,-0.0955879791156746,0.0230466193401661,0.0134873949273542
9.4575,32.3429,1.1517,6.4746,8.1948,-3.7525,-1.824,1.1407,0.775,0.7614864544544026,-0.3049445190161282,0.0484075178357916
7.5876,30.9004,1.2667,6.2505,5.0252,-6.3157,-5.852,3.2432,0.8,0.3818875771620919,-0.1062841847149725,0.0184567545876826
9.8958,25.4085,1.091,6.339207539999999,3.5062,-4.1391,-3.1137,3.3832,0.75,0.519652844341437,-0.121079271240642,0.0217254203944173
7.9841,27.0752,1.2236,6.49419072,5.8757,-5.7169,-4.6807,3.5095,0.75,0.5674341808283279,-0.143507383215675,0.026673406716667
8.4853,28.9122,1.0884,6.4616965,7.0577,-4.4174,-4.9508,1.3054,0.85,0.5697119945803993,-0.1967986040395346,0.0377311676058254
8.3106,32.9015,1.1244,6.11859076,5.4019,-3.3772,-4.1103,3.7018,0.85,0.6746945049860541,-0.2080274525046719,0.0588269011423586
7.9056,37.4762,1.3456,6.3101,8.9351,-4.0816,-4.6798,0.8135,0.75,0.6127970901592118,-0.2831137106465968,0.0313791004534743
10.9743,36.5496,1.1408,6.3661,4.5641,-3.9963,-7.4191,1.846,0.8,0.3309735616086862,-0.1019477601675642,0.0159459548726866
8.4142,26.7758,1.0628,6.224,6.9516,-3.2287,-7.0153,0.4228,0.775,0.519985900676146,-0.1493411542649506,0.0237321781081229
8.213,30.3141,1.3765,6.1389387,5.9059,-4.9564,-3.2032,1.1818,0.85,0.4640187748832863,-0.2051546214501688,0.0232800613572222
7.6118,28.7617,1.2337,6.2746,3.7544,-6.7956,-5.0056,0.1723,0.8,-0.1356332936319743,0.0177532786616307,0.0159896999055322
9.5035,30.9801,1.1012,6.2798071,7.3909,-3.7994,-5.091,0.2888,0.75,0.5109065789195655,-0.1978487355068129,0.0218359332268198
7.5545,29.8757,1.2845,6.4344,7.5894,-3.582,-4.0636,2.3752,0.825,0.6920914462184377,-0.2479558067978298,0.0642757007924258
10.0783,28.7153,1.0043,6.43592058,8.6503,-5.3913,-3.4316,0.0246,0.85,0.5622155345727822,-0.1953011557564004,0.0353905890227034
10.3427,28.218,1.0886,6.1805,3.0936,-4.5773,-4.4384,0.0913,0.8,-0.0183297371748807,-0.0205586461134757,0.0125527159818041
10.8863,37.3318,1.0177,6.19520224,8.4987,-3.7473,-3.9825,0.1679,0.85,0.6593851030894787,-0.2732546413087747,0.037101295389484
10.9959,27.5761,1.1863,6.2295,3.4337,-4.5764,-2.7253,0.5539,0.75,0.1294867179374554,-0.0789231948888803,0.0123012371620798
10.6616,26.1044,1.1733,6.48543788,7.725,-4.8227,-3.4561,2.0385,0.75,0.7687403103334975,-0.241786713717489,0.0397974409887345
8.7791,32.3844,1.2687,6.4153,7.2734,-4.9328,-4.2641,0.4497,0.8,0.448949363654845,-0.2078247101406675,0.0197857374233209
9.5386,26.2791,1.3149,6.1893,8.0109,-6.0067,-5.074,3.2194,0.75,0.6469003211203668,-0.2074232145403153,0.0426374422445943
9.8721,33.0236,1.3488,6.3981,6.174,-5.8009,-4.5167,0.3443,0.75,0.2350670731541776,-0.1169168120310698,0.0136179572883775
8.8831,36.2129,1.1218,6.25864128,8.2696,-4.6979,-3.8071,0.258,0.75,0.4982665697108795,-0.2326206297228683,0.0215960747391824
8.3173,27.7449,1.1243,6.23027964,7.1862,-4.3117,-1.8957,1.2138,0.85,0.6026228332662892,-0.2234058328211967,0.0493079932104449
9.5556,31.7841,1.3922,6.4039,7.9244,-3.3772,-5.5162,3.866,0.75,0.7336611422502277,-0.2447705059189178,0.074541542868883
7.9831,33.9861,1.3502,6.2536,7.3599,-5.8039,-6.4278,0.3786,0.8,0.314703468165525,-0.1384584156173348,0.0160244629547309
9.4269,34.0913,1.1646,6.37725166,4.7443,-6.6951,-6.1028,3.0244,0.75,0.2804348622286396,-0.0544842029224245,0.0153221818696496
7.7222,29.8733,1.2072,6.22982752,3.9379,-5.84,-6.9165,3.2105,0.85,0.3183983566305304,-0.0770117441109058,0.0170695890330849
10.9071,25.8766,1.3903,6.3156,8.515,-6.8866,-4.1593,3.3691,0.775,0.6922012509924856,-0.2481465261738656,0.0491730022094139
9.0688,35.3327,1.3475,6.2796,4.1841,-3.7711,-2.2284,3.7689,0.75,0.5874666783863954,-0.2451710941353616,0.0269253283428715
7.893,28.2608,1.3693,6.1912,8.4662,-3.1191,-4.1534,3.0103,0.8,0.7446272956802886,-0.231786671026678,0.0899472944194896
8.5685,30.9361,1.2845,6.4815,7.5685,-3.8609,-6.9462,0.841,0.775,0.5519931389771907,-0.2097351105260962,0.0254707366626364
8.7617,25.5187,1.0661,6.4397,6.3485,-4.6458,-2.2692,2.2503,0.8,0.6665853509408581,-0.1924943982332729,0.0405825211331875
7.8611,35.2169,1.0556,6.37231898,6.3132,-4.2111,-6.9175,1.2155,0.85,0.45041117866387,-0.1518404070166976,0.0211750732690743
8.7017,27.1998,1.0355,6.281,5.6419,-3.974,-7.2395,1.5256,0.775,0.4388447286443809,-0.0969310046199269,0.0201672334319638
10.9876,29.1612,1.209,6.3065,8.9311,-4.328,-6.6923,1.3757,0.775,0.6843654586865268,-0.2701950284052753,0.0437722247990326
9.6955,25.2443,1.1349,6.2043,5.342,-4.0444,-5.1067,3.2638,0.775,0.711753633534206,-0.1697501215768698,0.035701602570007
9.9381,35.1654,1.2469,6.3493,3.5203,-4.1407,-5.3587,3.75,0.825,0.503705438221114,-0.1800270280864508,0.0213520551469718
10.9355,29.5837,1.1299,6.4104,4.8425,-4.105,-1.658,3.2213,0.8,0.7334790899002663,-0.2660851066113867,0.0389010382788938
7.765,25.1421,1.1222,6.3168,4.2125,-6.8213,-6.4025,1.6484,0.8,0.0572393139692977,-0.0155029478457082,0.0136906091498708
9.3597,32.824,1.1434,6.3183,5.0675,-5.4713,-1.5771,0.8533,0.75,0.2596127209356443,-0.1362456501456351,0.0141154507709558
7.6033,30.1205,1.1175,6.28518174,6.2364,-3.5773,-4.9003,2.6502,0.85,0.6372437814455915,-0.1985520554054432,0.0526294435612019
9.8411,26.4514,1.2342,6.5116,5.1447,-3.9053,-2.9938,1.969,0.775,0.5644089969187885,-0.1989316262380742,0.0239332373819665
10.4944,28.268,1.0266,6.3012,8.4462,-4.6443,-4.6959,1.8012,0.775,0.7547172405858447,-0.1953098676471059,0.0474564504477873
7.6519,26.663,1.0293,6.138641519999999,7.857,-3.8185,-4.4555,2.1216,0.85,0.671220302700696,-0.1609246792779986,0.0705734054516004
10.8435,32.8227,1.0003,6.2161,8.6087,-4.5663,-7.3203,3.8936,0.775,0.7238959073893012,-0.091026013458898,0.065957035359681
8.2573,35.4567,1.1069,6.3298,4.3362,-5.3441,-5.9049,0.8271,0.775,0.1025917044792396,-0.0382573817699229,0.0125616431753763
7.5912,35.9699,1.1461,6.2965,8.8156,-6.7405,-6.3899,1.7465,0.825,0.5407907380751706,-0.1898163693675162,0.0254848229847795
8.4295,30.4283,1.0272,6.4374,8.8483,-3.3959,-7.2506,3.8918,0.775,0.7467039525615761,-0.101279356096676,0.088176412802039
10.5435,28.8286,1.1874,6.33273308,6.3191,-5.1447,-2.0488,3.1488,0.85,0.63313453538463,-0.2313600694141918,0.0565420870871803
7.6553,35.7529,1.1962,6.3886969,3.6408,-4.5351,-1.8378,1.6692,0.75,0.2578355470799508,-0.1258228929863573,0.0143353360906632
10.2231,26.283,1.1,6.5159,3.8189,-5.4388,-3.4607,0.4759,0.75,0.0664187083301425,-0.0480747613160058,0.0125211615825982
9.4377,28.5545,1.1418,6.18033816,8.5498,-4.8816,-4.1234,0.3614,0.75,0.5871780278983604,-0.2143461982022655,0.0256305618623029
10.4687,25.8948,1.1846,6.3721,5.7517,-6.7819,-3.7233,2.1415,0.775,0.3762955321040915,-0.1099621824014856,0.0169532520302705
8.2567,34.0854,1.1858,6.12151176,8.7058,-4.7476,-2.6073,1.5113,0.85,0.6844546316120517,-0.2685278135364962,0.0591294631302584
10.3405,34.7251,1.2099,6.3118,8.0017,-4.2168,-2.2954,3.9241,0.8,0.7244048901681128,-0.2305338537868612,0.0864770783066288
8.7023,37.4361,1.1964,6.13839006,4.7258,-3.6255,-6.2225,1.865,0.85,0.4145857903043104,-0.1734929007334698,0.018399907386656
10.9817,29.3393,1.2466,6.1332,7.5652,-6.2783,-4.993,1.2011,0.825,0.5292601561083345,-0.2030273625948597,0.0232177781809292
7.6097,36.4087,1.0519,6.178130899999999,8.0879,-4.7511,-2.3207,0.1151,0.85,0.5400218917342942,-0.2435594385563991,0.0269940105038143
7.9265,26.3387,1.1206,6.5141,3.7534,-5.9312,-3.4146,3.38,0.825,0.3943617208991612,-0.097455208062959,0.0189553622166559
9.8589,25.2105,1.0295,6.2891,3.2811,-5.0785,-3.1521,0.3866,0.775,0.0319447534070506,-0.0451966878629192,0.0123411673871405
8.6325,32.1593,1.2859,6.5011,7.9692,-4.7042,-6.3861,1.6839,0.8,0.6610109475955306,-0.248130495390345,0.0333911616720548
8.8297,26.1852,1.0371,6.49636242,4.5305,-6.7633,-5.1587,1.089,0.85,0.0300507099259357,-0.0081831457319676,0.0166620843174401
10.7873,33.2593,1.1428,6.50538704,8.7149,-3.8051,-5.9675,0.4438,0.75,0.6411538952998078,-0.2682479168078515,0.0291768491622273
10.2243,33.1096,1.1414,6.2699,8.4848,-5.9304,-7.3017,2.2316,0.8,0.619733682593575,-0.2009758513248599,0.0339306106256927
8.0359,31.0616,1.1382,6.2885,3.2919,-5.1168,-2.6519,3.3089,0.8,0.383956434204553,-0.1185663861078448,0.0177695825766717
8.3105,37.1791,1.1453,6.2139449,8.2888,-6.182,-2.2377,2.602,0.75,0.6377737084289404,-0.2479199497690948,0.0320406549351123
7.6091,31.2632,1.1346,6.33847094,8.6279,-5.3464,-3.889,3.1285,0.85,0.7037845210209845,-0.2149170983263595,0.0748293827098168
8.1209,28.6477,1.1943,6.2106,3.4042,-4.575,-4.3296,2.3914,0.775,0.3030586520183272,-0.0956117492464673,0.0153859670673035
10.1464,27.4434,1.0898,6.3492,5.3523,-5.4061,-2.1456,0.5447,0.75,0.2734303385232571,-0.1234518342939015,0.0145061089712501
10.671,34.9227,1.0206,6.2335,5.3406,-3.6019,-6.8483,3.4371,0.8,0.6664648723138342,-0.1260267317402472,0.0323432659859271
10.891,30.8142,1.3556,6.2302,3.5658,-6.4497,-6.8835,2.0508,0.775,0.0735951192280495,0.0246077925919449,0.0135261261334953
9.6328,26.6014,1.1226,6.3048,3.3248,-4.502,-7.4438,3.9388,0.75,0.428951438480529,-0.0604963396372389,0.019753271443623
8.6635,26.6013,1.0911,6.2649,7.8572,-3.708,-3.166,3.171,0.775,0.7835647951797207,-0.1954477592890742,0.0789353763093133
7.8109,35.5604,1.258,6.2378717,8.4514,-5.9578,-5.1495,1.9634,0.85,0.6238051259220185,-0.2638901698276072,0.0368949399534507
9.3189,31.4848,1.3628,6.3781,4.3674,-6.2081,-6.3955,2.1925,0.8,0.2036823306708526,-0.0519308354353977,0.0138994589564581
9.8349,27.6331,1.2983,6.41575044,4.2403,-4.3156,-3.2856,3.7839,0.85,0.5681351467554469,-0.1996364208549355,0.0451558854838526
9.19,30.2841,1.162,6.5465,7.8727,-4.9281,-3.0517,2.2576,0.8,0.7026459277979356,-0.2751881708020238,0.0486921638717678
10.4348,34.7606,1.239,6.5531,6.8314,-3.048,-3.2955,3.0552,0.8,0.7120670003064437,-0.2750054570793454,0.0641148576154851
8.9122,28.3533,1.0634,6.3243,8.5235,-5.8994,-2.9522,0.1988,0.8,0.5363933357669181,-0.1927594403808949,0.023376307212787
7.7616,25.1406,1.3534,6.282,7.5891,-3.9923,-6.7589,1.62,0.8,0.5798822807942262,-0.1926806817066438,0.0393192227919195
10.0006,29.9027,1.1136,6.3514,4.4002,-5.4672,-2.072,3.3547,0.8,0.5280666526671794,-0.1639455164388026,0.0219772629377956
7.6759,28.2556,1.0649,6.42828534,8.2495,-4.0635,-1.8139,3.0328,0.85,0.7567676294297365,-0.1886632943974566,0.099615683668109
9.5955,32.0225,1.143,6.45799318,4.8871,-4.5683,-2.0235,1.0927,0.75,0.3375017065039977,-0.1622044555121159,0.0159498369547037
10.2186,29.9378,1.0393,6.19981488,7.4402,-4.0552,-4.5751,2.9012,0.85,0.7019664194159337,-0.1637167861387684,0.0731336239839819
9.3033,34.717,1.2697,6.31291092,6.3771,-4.6331,-4.3215,0.7072,0.75,0.3776696097487645,-0.1843616769032742,0.0168818153349474
10.1708,34.529,1.3163,6.2462,5.4337,-6.8741,-3.9458,3.6854,0.8,0.4785748381088598,-0.1703963703477684,0.0200857339344188
8.6694,25.6095,1.0458,6.108,6.2307,-5.8591,-3.9992,3.846,0.75,0.683476349729945,-0.111640950729431,0.0332865575839995
7.753,32.7468,1.3432,6.5246,4.1938,-6.5177,-2.7158,0.4283,0.775,0.0248337926557523,-0.0404305461807139,0.0113526309008787
8.3746,35.0078,1.1649,6.3945,4.3366,-4.1312,-4.2435,1.7916,0.775,0.3365294774560746,-0.1392522924581568,0.0161918685189415
7.6474,28.2731,1.1996,6.2113,7.3097,-3.7353,-6.5454,0.9806,0.8,0.5946605051372498,-0.1943921728944303,0.0289842051348743
10.2089,25.2174,1.3663,6.38982466,6.7988,-4.3658,-2.4888,0.6836,0.85,0.507048338689556,-0.22560629048201,0.0394702466616458
10.8709,33.4423,1.3249,6.4905,5.8212,-6.7661,-6.3743,1.0565,0.8,0.1762309250185526,-0.0479487361319922,0.0137411298576468
8.6512,28.9194,1.1211,6.2593,6.9641,-4.7391,-4.5375,3.8136,0.775,0.7186334271102116,-0.207783164771584,0.0527095113806075
9.029,37.4227,1.129,6.11125016,8.8461,-5.2168,-4.5122,1.7156,0.85,0.6840518004840161,-0.2773404020303361,0.0460386955672121
10.7014,27.0992,1.217,6.35995172,4.6178,-4.3988,-3.0583,2.9422,0.75,0.562392915343601,-0.18218491224837,0.0230550613917318
7.9029,30.6957,1.2551,6.1984,3.0592,-5.561,-6.9427,1.0438,0.75,-0.0216356012063522,0.0103062929818542,0.0132320205622475
7.5562,32.4353,1.1431,6.3986,6.6178,-3.2042,-4.1128,2.0927,0.825,0.6932408386019067,-0.253521847654169,0.0476343438341024
8.8966,37.2222,1.3157,6.2509,8.4439,-5.4374,-6.3815,1.1588,0.8,0.531824897222997,-0.2369450774413645,0.0238030496069904
7.8681,33.6175,1.028,6.5394,7.7613,-4.4779,-1.6744,0.7225,0.8,0.6060315631024988,-0.2247853653914952,0.0305193150616457
8.4571,30.237,1.2983,6.5174,4.8409,-4.4797,-6.2355,0.8685,0.8,0.246600268575515,-0.1023850453426504,0.0145191388327609
8.5167,25.2032,1.269,6.428,3.6888,-3.8645,-7.3571,3.7631,0.775,0.5114713101491013,-0.1095511130861372,0.0239376117437573
10.3908,28.6626,1.2379,6.101730239999999,4.2297,-6.1839,-1.5997,2.4267,0.75,0.3208015463512367,-0.1197548987758321,0.014880064726625
9.0056,36.1283,1.192,6.1526,7.2022,-6.6001,-6.3222,1.6749,0.8,0.3821126763067801,-0.1354996232053398,0.0175578970990983
10.4707,27.7509,1.1053,6.5521,6.9526,-3.585,-2.7188,2.0975,0.825,0.6936285433087725,-0.2366367556598098,0.0620861003493523
10.315,31.4125,1.0347,6.3687,6.339,-5.3228,-3.3917,3.2557,0.75,0.6595287591395356,-0.1534291104935758,0.0296960955781508
10.2315,30.6941,1.3241,6.2129,7.912,-6.0463,-4.1112,1.3367,0.825,0.5352298149246644,-0.2456323162796884,0.0280785226234195
7.868,35.1966,1.0209,6.30993658,3.8778,-5.0676,-5.3405,0.8704,0.85,0.085496876401031,-0.0365946570194216,0.012519277989643
10.1374,28.4279,1.106,6.2071,4.8585,-4.6172,-2.4962,1.8534,0.8,0.4685264502990275,-0.1683342109551884,0.0194204699251989
9.9545,33.5638,1.0361,6.254417259999999,4.1448,-4.9621,-6.6816,2.9397,0.85,0.3983111288225457,-0.0610341746811203,0.0185825835339188
8.6845,36.851,1.3155,6.351691639999999,5.5777,-4.8475,-1.9587,2.7197,0.85,0.5946436877047508,-0.2944832960123366,0.031052137876786
9.9138,27.0313,1.0449,6.5473,8.8484,-4.5108,-5.3093,2.4475,0.825,0.7318798337252348,-0.1728814937127991,0.0760666130779748
9.3874,26.931,1.2912,6.4503,6.9685,-3.8633,-4.7813,2.8438,0.825,0.679609395536375,-0.2343909483325451,0.0630955555255501
9.7577,26.3233,1.0837,6.10029006,3.2561,-3.0375,-6.1085,2.0099,0.85,0.4229751277471493,-0.1222421470657671,0.0222001900313818
9.898,30.5988,1.1351,6.1318,5.2771,-6.5432,-3.6188,1.059,0.8,0.195258562647141,-0.0770175774680903,0.0131001319705913
