AR,D_f,Lambda_c_4,alpha,mac,mach,twist_r,twist_t,Cd,Cf,Cl,Cm
9.9489,6.1536,25.5194,1.8318,6.930754,0.7,3.5551,-8.9035,0.01339488,0.009351251,0.036412925,0.018591076
8.6207,6.4401,27.9056,2.5488,7.436375,0.7,3.1369,-5.107,0.017037483,0.009523158,0.35220015,-0.07385586
9.1419,6.2368,31.5521,1.9291,8.073033,0.7,6.0801,-2.7589,0.023445796,0.008855768,0.54270536,-0.20108487
9.0518,6.2441,31.9363,1.6964,7.38463,0.7,4.303,-5.8546,0.012790946,0.009333793,0.14742415,-0.0409273
10.9171,6.2094,36.0098,1.4271,6.639887,0.7,6.8549,-2.7637,0.022425842,0.009348132,0.5465473,-0.17106017
10.5276,6.4198,27.6223,2.6649,6.995399,0.7,8.946,-4.5672,0.030098176,0.009209454,0.6492535,-0.14169301
8.5702,6.1317,37.1473,1.3466,8.413174,0.7,3.9238,-3.4809,0.013084804,0.008820742,0.22335066,-0.11620095
8.2633,6.5465,27.6253,3.7795,8.282243,0.7,8.1184,-3.0883,0.056277573,0.008435676,0.82940406,-0.18997812
9.7802,6.3144,37.0669,2.7728,7.920036,0.7,6.2436,-2.1993,0.022884743,0.008831686,0.54504716,-0.24451101
10.6298,6.3186,31.3684,2.6959,6.75981,0.7,8.0414,1.0649,0.05192579,0.008456727,0.80990535,-0.19789588
7.7056,6.2787,35.8591,3.1628,8.682613,0.7,7.6958,-3.8596,0.029974565,0.0087072,0.6058971,-0.2016416
9.0875,6.4589,27.5082,0.0097,8.536007,0.7,7.1927,0.6966,0.021478575,0.0088709025,0.4943187,-0.21187103
10.8897,6.3967,28.1556,3.4282,7.326108,0.7,4.4226,-5.7525,0.016696526,0.009193274,0.3775289,-0.09789944
8.1848,6.1995,34.5133,1.9098,7.861993,0.7,5.985,-3.8135,0.019729119,0.009168204,0.44076365,-0.14247662
10.0361,6.1353,28.6279,0.5286,8.009632,0.7,5.2051,-4.1947,0.012481462,0.008812143,0.17261334,-0.08255506
10.0635,6.255,25.5683,2.1955,7.157981,0.7,7.0844,-3.1543,0.023442972,0.009210305,0.55907387,-0.1412583
8.8863,6.5175,26.2362,0.5494,8.468003,0.7,5.5182,-5.0107,0.014569707,0.008978357,0.25099227,-0.09803805
10.4361,6.4547,36.3066,1.7238,6.840148,0.7,6.616,-2.8309,0.017779926,0.009562068,0.4178723,-0.14696562
8.7023,6.378,36.8132,1.2053,7.593656,0.7,3.1114,-5.2449,0.012554097,0.009363467,0.13520528,-0.060322233
9.9609,6.3024,34.912,3.1435,6.971472,0.7,6.7504,-5.4632,0.023052752,0.009338144,0.5400761,-0.10877117
10.8774,6.5116,28.2883,2.7913,6.981467,0.7,8.4177,-2.5268,0.048148986,0.008735743,0.813316,-0.20999731
10.9618,6.5184,27.4274,3.8035,6.637683,0.7,5.6131,-6.7396,0.020618545,0.009604826,0.4816844,-0.04894185
10.3531,6.2149,36.759,1.6171,7.861238,0.7,6.8548,-0.7279,0.020691473,0.008794423,0.51099926,-0.2658922
8.1671,6.3439,33.1895,3.847,8.99152,0.7,8.5022,0.5446,0.08352019,0.0073803184,0.7277348,-0.19764815
7.6245,6.4585,31.6002,1.9285,9.340726,0.7,5.9086,-3.0885,0.016380945,0.0087400805,0.33264524,-0.12839305
7.7157,6.2658,35.9582,0.2834,7.811436,0.7,7.5853,-3.8554,0.018353542,0.009389972,0.37762484,-0.11794451
8.7592,6.2227,33.7342,3.5041,8.067031,0.7,6.5268,-4.2619,0.022284042,0.008911735,0.51392066,-0.1640318
10.5521,6.4933,30.9093,3.7255,6.75407,0.7,8.0172,-4.5332,0.031255215,0.009311627,0.6717493,-0.10997335
8.2174,6.1812,30.2118,2.5317,8.140121,0.7,5.278,-5.5613,0.021451082,0.008979493,0.47436315,-0.1307918
8.1423,6.4138,28.1863,0.5944,8.222397,0.7,3.9582,-4.6968,0.011986362,0.009130237,0.0771954,-0.05604892
8.4767,6.3163,32.516,0.4422,7.872773,0.7,7.1024,-2.9364,0.018935017,0.009231592,0.41504744,-0.16151406
9.0453,6.5277,25.3388,3.0035,8.183681,0.7,5.8093,-5.6123,0.02182513,0.009015658,0.48784024,-0.121036164
8.9091,6.3878,28.878,2.462,8.235997,0.7,5.1487,-4.8431,0.020890351,0.008947018,0.4747095,-0.14673503
8.627,6.4189,28.306,3.0861,8.340772,0.7,7.7614,-5.8101,0.025764672,0.00889041,0.5509088,-0.1412666
10.9765,6.2703,31.4449,0.8347,6.81051,0.7,7.6579,-4.1204,0.016811743,0.00942387,0.37571704,-0.12052081
10.6285,6.1239,32.3676,2.0322,6.899893,0.7,8.7588,-0.4193,0.045381464,0.008470859,0.7740804,-0.22546637
8.0026,6.1384,29.2689,1.055,9.05491,0.7,6.9607,-0.6181,0.023530478,0.008578908,0.5205812,-0.19389546
10.2872,6.3335,29.6198,0.2784,8.091871,0.7,8.6642,-1.8539,0.018389748,0.0088892905,0.43270385,-0.18729612
9.9945,6.4774,35.1393,0.9019,6.874749,0.7,6.0667,-2.7793,0.014066917,0.009657686,0.2403615,-0.09591923
7.6753,6.4793,37.4095,1.379,9.340003,0.7,3.9219,-5.5964,0.012959473,0.008752091,0.19250256,-0.08744496
10.7364,6.2789,28.1046,3.87,6.713698,0.7,6.2994,-6.8311,0.02347218,0.009368784,0.5446107,-0.058786742
7.9276,6.1735,32.7509,2.7003,8.887896,0.7,8.2527,-2.8395,0.02880092,0.0085612135,0.598843,-0.20023803
8.7629,6.3135,31.7058,2.0085,7.806133,0.7,6.1849,-6.5051,0.017229643,0.009184731,0.3523898,-0.09521989
8.9175,6.3942,28.033,1.8254,8.430244,0.7,4.784,-1.8485,0.020251097,0.008870317,0.46818873,-0.1731467
9.866,6.4856,34.1633,1.4612,7.878252,0.7,4.1275,-4.9381,0.013702539,0.009104535,0.23658803,-0.1035228
8.2611,6.5388,32.4573,1.0447,7.924701,0.7,8.2677,-2.7807,0.027001977,0.009267122,0.57398117,-0.19127129
9.9329,6.5008,30.7512,0.821,7.920962,0.7,7.1931,-1.221,0.020261941,0.009052906,0.48380572,-0.21451902
8.6903,6.4243,25.7142,0.7945,8.571274,0.7,3.4922,-6.8636,0.012232763,0.008871147,0.07076707,-0.03700576
10.3748,6.2177,33.8833,0.7082,7.924148,0.7,3.6117,-5.2243,0.011568849,0.008845173,0.07315529,-0.042816658
8.813,6.3841,31.0158,2.4737,8.065022,0.7,8.6974,-0.9665,0.02903379,0.008891586,0.62631994,-0.21494837
9.0826,6.3121,26.4739,3.4645,7.883416,0.7,4.1657,-5.4557,0.024499249,0.008984321,0.5531712,-0.1329037
9.2537,6.3689,26.5683,1.9432,7.982549,0.7,3.573,-10.0774,0.013805441,0.009002935,0.07031191,0.0061342986
8.4952,6.1274,26.3693,2.1626,8.616311,0.7,3.452,-4.8462,0.015599426,0.008727049,0.32105815,-0.101111256
8.308,6.465,32.8804,2.2752,8.313373,0.7,5.7473,-6.49,0.015434918,0.009096335,0.28431252,-0.08531846
8.5585,6.3608,34.9374,3.1613,7.540702,0.7,5.0228,-5.9569,0.018489614,0.009389607,0.4052079,-0.08704702
7.5344,6.308,29.0296,0.2934,8.050651,0.7,7.2434,-5.3619,0.015863936,0.009315741,0.2747348,-0.08870258
8.5443,6.3368,29.6789,2.6453,7.412848,0.7,6.422,-5.3988,0.021877449,0.009413957,0.48909906,-0.08120271
7.976,6.1924,27.3466,0.3663,8.561957,0.7,4.3347,-1.3189,0.014990107,0.008884763,0.28628057,-0.1318408
10.2905,6.2072,30.0886,2.8705,7.929589,0.7,3.7774,-6.5521,0.01702225,0.008844359,0.3835348,-0.11561214
8.2817,6.4375,31.7555,0.9195,8.392668,0.7,5.2183,-3.7766,0.016784186,0.009058583,0.34611112,-0.14206755
10.9295,6.4333,25.6671,1.767,6.918636,0.7,3.87,-3.5349,0.016482068,0.009455024,0.3695745,-0.12000979
8.4426,6.4886,31.6301,1.4813,8.079139,0.7,6.2029,-2.7604,0.017810326,0.009205888,0.38581595,-0.14943632
10.088,6.2345,26.0554,0.7433,7.653136,0.7,5.6222,-2.1718,0.013896345,0.009042073,0.25885776,-0.11757097
9.7724,6.1127,26.8859,1.0685,8.101644,0.7,4.5982,-2.7272,0.013197261,0.008792268,0.2334603,-0.10579529
8.6031,6.4019,36.5554,0.6528,8.770054,0.7,6.5654,-4.6683,0.01392571,0.00882783,0.240636,-0.113159455
9.9143,6.1058,27.1899,1.4675,7.551729,0.7,7.4979,-2.4642,0.019605342,0.009008137,0.4718166,-0.15882215
9.2374,6.5473,35.0536,1.114,7.544556,0.7,4.2104,-1.4436,0.016203076,0.00940573,0.33483616,-0.17103808
7.9565,6.144,27.5992,1.5073,8.120582,0.7,6.7848,-3.736,0.02410882,0.0090123685,0.52483034,-0.145167
8.3406,6.1082,25.9465,0.1254,8.403667,0.7,7.1401,-0.7927,0.016110657,0.008873418,0.3362089,-0.1419452
10.1649,6.5075,30.9492,1.1886,7.043657,0.7,5.2992,-6.2096,0.013342631,0.009526921,0.14846103,-0.0377639
8.7302,6.3631,28.445,1.8426,8.818764,0.7,3.6526,-8.4019,0.01363272,0.008733436,0.17826314,-0.04627106
8.0908,6.2673,25.4129,1.6721,9.134504,0.7,6.6978,-5.342,0.016270919,0.00865583,0.3195948,-0.09541772
9.438,6.1539,26.642,0.878,7.990642,0.7,8.1182,0.0047,0.024962671,0.008811851,0.57994074,-0.20953631
8.4818,6.3059,33.0983,0.4929,8.437219,0.7,6.1085,-1.9844,0.015084413,0.008938521,0.30033556,-0.14935404
7.8654,6.1838,27.4,2.1416,9.017404,0.7,5.008,-2.4763,0.023203433,0.0086190635,0.5114558,-0.1616835
10.7628,6.5176,28.6371,0.1195,6.80047,0.7,7.5021,-3.7684,0.015148979,0.009634874,0.28073025,-0.102543466
10.4905,6.2158,26.7241,0.9434,7.141707,0.7,4.3104,-5.3551,0.013690661,0.009248656,0.21330737,-0.07358981
9.11,6.3806,30.181,3.9498,8.232927,0.7,7.3963,-1.5664,0.037222553,0.008548906,0.71425945,-0.22168909
7.7431,6.1474,34.5902,1.3269,7.807195,0.7,4.702,-4.0151,0.015001007,0.009276034,0.2777069,-0.08861143
7.8341,6.4392,33.7965,2.7356,8.512281,0.7,7.9518,1.3722,0.05013651,0.00828221,0.74459374,-0.24749418
10.9149,6.2777,27.5063,0.5331,6.927264,0.7,8.4255,-2.1113,0.022656083,0.009292916,0.5493069,-0.18360473
9.3305,6.552,35.267,0.3786,7.701878,0.7,3.3229,-7.8768,0.012746913,0.009253304,0.0005817513,0.0051597836
8.3763,6.4907,33.5516,3.8833,7.493542,0.7,7.0389,0.7942,0.051453628,0.008629793,0.766768,-0.1465258
8.1772,6.5363,29.8175,0.7605,7.722964,0.7,3.07,-7.4774,0.012848033,0.009402998,-0.047100045,-0.002753696
9.7806,6.4675,27.6981,1.7505,8.210087,0.7,8.2343,0.2434,0.039542187,0.008548136,0.7413709,-0.25569344
9.9467,6.2581,27.309,0.6147,7.031504,0.7,7.0692,-0.1199,0.018972399,0.009412464,0.4490196,-0.1646326
10.0255,6.1109,28.7695,0.4027,7.076846,0.7,5.3717,-4.0307,0.0155426115,0.009296843,0.31512788,-0.11153077
8.5345,6.1901,26.8579,1.2718,7.750395,0.7,8.4794,-0.4196,0.024650779,0.009118965,0.56036526,-0.1705023
8.805,6.3241,33.3471,3.3774,8.121698,0.7,3.6707,-8.5834,0.014559955,0.009040909,0.24207842,-0.044834334
7.6622,6.1494,33.9784,1.644,8.002281,0.7,5.8982,-0.4223,0.02318703,0.00911635,0.5079284,-0.17629974
8.9617,6.2685,34.3303,2.7652,7.234742,0.7,8.5933,-5.0266,0.026573595,0.009293905,0.58273715,-0.096552715
7.582,6.188,30.3758,0.88,9.355991,0.7,4.7581,-8.0356,0.012428952,0.008562514,0.09135665,-0.035545655
10.791,6.2535,37.3581,2.0226,7.942476,0.7,4.5286,-3.61,0.017475337,0.008790706,0.42502055,-0.21305293
9.8736,6.1233,36.2525,2.7085,7.309061,0.7,7.324,-4.9153,0.019513391,0.009121041,0.46347043,-0.14194861
9.5341,6.1073,26.9776,3.1421,7.361456,0.7,6.734,-3.0304,0.028176116,0.008974626,0.63501835,-0.15090488
9.9674,6.2872,25.8378,2.3994,7.799361,0.7,7.4081,-5.2031,0.024945704,0.008884224,0.5606181,-0.14710085
9.676,6.2413,27.1432,0.9743,7.027478,0.7,7.9947,-4.2083,0.022359848,0.00940922,0.51195955,-0.11029521
9.7043,6.4095,28.3559,1.1443,7.947475,0.7,6.7708,-3.5361,0.019709162,0.0090261735,0.45692712,-0.16553465
8.0291,6.4728,25.5531,1.0224,8.0156,0.7,7.458,-1.3011,0.025363704,0.009255196,0.55148315,-0.16284245
10.6505,6.2106,35.7391,3.2199,6.923918,0.7,7.3547,-3.1188,0.038536116,0.008572484,0.7026019,-0.19464265
9.1885,6.3908,25.0464,3.5706,7.22245,0.7,4.436,-9.3722,0.017245445,0.00949998,0.31481132,-0.008965154
8.1058,6.2389,26.3763,2.9605,8.081985,0.7,3.8045,-4.4299,0.016172037,0.009120096,0.33022133,-0.08633519
9.1505,6.4164,30.0108,1.5764,8.231851,0.7,7.1354,-2.7218,0.02810852,0.0088332025,0.607027,-0.21388476
9.7535,6.4234,29.7546,2.2298,7.836338,0.7,5.0702,-1.4534,0.019091398,0.00906264,0.45375916,-0.18268856
7.7582,6.1594,32.0393,0.8559,8.773227,0.7,4.9174,-4.125,0.012042146,0.00878761,0.1406405,-0.074586764
9.3705,6.0999,31.7201,2.305,7.591951,0.7,3.8517,-5.2303,0.015202247,0.009083353,0.31251365,-0.100007616
7.9859,6.3419,30.7483,1.8631,9.059543,0.7,6.2473,-1.5986,0.024883226,0.008643588,0.54163903,-0.19732736
9.2895,6.1679,36.3116,0.4646,7.943215,0.7,6.1375,-5.9952,0.014462571,0.008972955,0.2503648,-0.10060196
10.3334,6.0967,30.3239,1.9805,7.416391,0.7,8.5571,0.0878,0.041140262,0.008508042,0.763189,-0.2665117
9.5246,6.2486,34.1187,2.8518,7.223817,0.7,7.8973,-1.6891,0.026966225,0.009128637,0.61511254,-0.18445098
10.4689,6.1016,35.8331,3.9941,7.262984,0.7,6.4152,-3.4053,0.0327975,0.008615595,0.67920005,-0.22992392
10.6243,6.3581,29.4083,3.6687,6.688106,0.7,3.3975,-2.801,0.020638967,0.009541787,0.5111705,-0.11470154
9.8976,6.516,32.3843,2.1294,7.305827,0.7,6.5556,-5.0561,0.022049798,0.009333596,0.51083523,-0.15431364
7.8436,6.0975,28.7063,0.2593,8.147761,0.7,3.5179,-4.4899,0.011548854,0.008989626,-0.019121336,-0.037470154
10.1182,6.2393,31.409,3.1799,7.507209,0.7,8.3279,-1.9853,0.055292614,0.00807796,0.75555587,-0.2115284
10.8146,6.1527,30.2586,1.7404,6.794231,0.7,7.8649,-0.2444,0.027336221,0.009133701,0.642463,-0.20873044
7.8263,6.474,34.982,2.183,9.203014,0.7,8.022,0.0327,0.0420104,0.008255263,0.700099,-0.26514122
9.4012,6.4127,36.3774,1.5913,7.741927,0.7,5.8428,-4.007,0.019856699,0.009144893,0.45963633,-0.19099745
8.7135,6.1132,34.6633,0.5578,8.813989,0.7,8.1622,-2.9372,0.020694211,0.008620158,0.46795052,-0.20094448
9.6659,6.2091,32.0966,2.4839,7.500012,0.7,7.931,2.4322,0.056054138,0.0080148475,0.78178495,-0.24369963
10.7791,6.3262,27.4885,0.8486,7.286132,0.7,7.7836,-0.5904,0.022276875,0.009121331,0.5505624,-0.21577178
7.58,6.2753,26.3092,0.3283,8.226675,0.7,4.6952,-4.6712,0.012191887,0.009147003,0.09252833,-0.061963726
8.7759,6.4941,37.1467,3.578,8.661442,0.7,7.8435,0.1347,0.03933018,0.00822724,0.68422574,-0.27831176
8.9834,6.2611,35.0843,1.2288,7.908024,0.7,8.2882,-1.6331,0.020533064,0.009055136,0.4789214,-0.20490637
8.3175,6.162,32.2654,1.303,8.462024,0.7,5.5159,-2.5987,0.018650401,0.008839998,0.41678813,-0.1690376
9.7372,6.3047,26.2736,3.5897,6.904749,0.7,3.6952,-7.4856,0.01594121,0.009579324,0.3090452,-0.012051672
9.7916,6.1968,34.4659,3.0336,7.111719,0.7,5.9432,-3.4654,0.021801552,0.009241441,0.528591,-0.15138374
9.4206,6.1942,25.2247,0.7584,8.190519,0.7,4.8774,-2.9323,0.015159752,0.008842192,0.31397206,-0.123843566
9.1663,6.4199,28.9447,1.9719,7.129615,0.7,6.8601,-4.9225,0.023774162,0.009497651,0.53454167,-0.09171026
8.6775,6.4471,36.4508,1.5258,8.121048,0.7,3.9694,-7.4504,0.012176608,0.009102883,0.055414055,-0.007420399
7.6382,6.2892,30.4712,2.6291,8.043583,0.7,5.4041,-6.1604,0.018299848,0.009244038,0.37706414,-0.08319574
10.5693,6.4368,29.6398,0.9237,7.399968,0.7,8.3607,1.7082,0.031424325,0.008947003,0.6755005,-0.2846084
7.612,6.3728,34.6858,3.9337,8.621352,0.7,5.1023,-4.3213,0.02757288,0.008846756,0.5766644,-0.17741244
9.0651,6.4759,33.129,2.0617,7.68975,0.7,8.0703,0.8676,0.04274361,0.008697612,0.7409853,-0.2620164
9.709,6.3347,30.9768,2.0992,7.920134,0.7,5.5259,-2.5003,0.020567574,0.008948642,0.49388802,-0.19288272
10.3588,6.3831,29.1877,1.1587,7.320946,0.7,4.6763,-4.1819,0.014114944,0.009275668,0.2554694,-0.10271317
9.2203,6.2429,35.8873,3.6116,7.196314,0.7,8.874,-4.9433,0.03374185,0.008998001,0.66858065,-0.113504626
9.8381,6.3992,27.9391,2.6845,8.043668,0.7,7.2663,0.3687,0.048470166,0.008307008,0.80137134,-0.25909185
9.0559,6.292,26.9307,0.3173,7.323712,0.7,3.2271,-5.9482,0.012914516,0.009285978,-0.10829447,-0.0074896417
9.0327,6.1575,27.0948,3.9132,7.192318,0.7,4.4829,-3.7077,0.029221104,0.009184376,0.6421197,-0.09098583
9.3029,6.2192,32.5992,2.8944,7.631646,0.7,8.837,0.9779,0.045424335,0.008424189,0.76130736,-0.2498927
8.0406,6.2897,25.2871,1.555,7.742473,0.7,8.6226,-2.1434,0.031842224,0.009191921,0.6475144,-0.13510767
8.3036,6.3922,36.0699,0.5812,8.580842,0.7,4.3446,-7.5962,0.012320665,0.008904865,0.065605626,-0.024996882
8.9266,6.1993,34.8605,3.2701,8.553139,0.7,5.32,-3.1051,0.023288338,0.008611649,0.5382671,-0.20931782
9.2006,6.2041,25.8799,2.3239,8.265776,0.7,5.0581,-8.169,0.014782661,0.00882365,0.2375453,-0.050009854
10.5899,6.2445,30.6032,3.7053,7.538424,0.7,3.9135,-2.6229,0.024528956,0.008843564,0.5919871,-0.21309255
8.4192,6.2863,31.1719,3.3205,8.816071,0.7,6.8979,-4.2046,0.024625206,0.008635605,0.54376984,-0.17006366
8.1959,6.3545,31.9034,0.3589,8.856882,0.7,3.4152,-4.8909,0.011484733,0.008783374,0.065169476,-0.053473763
9.1396,6.4801,29.3224,3.2956,8.086601,0.7,3.2722,-4.7718,0.018202797,0.009082494,0.41148847,-0.1264005
7.7091,6.1404,33.5327,0.2154,7.95095,0.7,4.3823,-3.8536,0.0123006,0.009194933,0.12417046,-0.074809454
10.0659,6.2292,28.8544,2.0836,8.190632,0.7,7.9171,-5.0656,0.023699041,0.008687128,0.53787655,-0.16715744
9.1227,6.5466,33.4809,3.783,7.475166,0.7,6.1628,-1.6754,0.030046618,0.009162534,0.64259374,-0.19297194
7.7256,6.487,36.1318,0.5391,8.049744,0.7,5.2284,-5.4798,0.015106863,0.009370873,0.25386855,-0.097910844
8.8366,6.2993,34.0813,3.8549,8.258882,0.7,3.1523,-6.4033,0.018256066,0.008934734,0.40853038,-0.12505327
10.9881,6.2056,37.286,0.5603,7.800423,0.7,3.1806,-1.814,0.012613397,0.008854522,0.20611231,-0.15562093
8.8828,6.4567,30.8706,2.9464,7.445656,0.7,6.9845,-3.3594,0.02771076,0.0092810895,0.61038303,-0.14655073
7.9366,6.3202,36.2406,1.9115,8.371924,0.7,4.0216,-3.4859,0.013579571,0.009056483,0.22852069,-0.10419015
10.5413,6.4697,29.9568,2.5915,7.824821,0.7,3.7166,-4.2033,0.015979664,0.009027656,0.3582811,-0.13402207
10.7035,6.5228,25.5202,2.6221,6.886236,0.7,3.4793,-5.5177,0.016934391,0.009564874,0.3724337,-0.08231891
10.0749,6.3673,29.4684,2.5177,7.674484,0.7,5.7799,-1.7209,0.023702059,0.008958295,0.56907076,-0.2082519
9.3357,6.2731,33.633,3.3144,8.532934,0.7,8.6015,-2.4734,0.04344208,0.008100204,0.74012905,-0.2546083
9.8558,6.2361,27.9051,1.7166,8.291496,0.7,8.9054,1.2828,0.05522612,0.007950383,0.82755876,-0.27146354
8.5715,6.4064,35.6344,3.8359,8.003818,0.7,4.7384,-2.4379,0.021710891,0.009101058,0.49845573,-0.18217921
10.1795,6.1611,35.2378,3.5074,7.341305,0.7,6.7119,-5.6633,0.024043918,0.008966484,0.56021166,-0.16577719
9.2049,6.3464,35.427,3.0142,7.133811,0.7,3.8385,-6.898,0.015238082,0.009541798,0.28665432,-0.0338951
9.6254,6.4495,25.0099,1.034,6.997373,0.7,7.7258,1.3996,0.03019842,0.009407264,0.6612356,-0.1688669
10.527,6.4279,32.9868,3.8959,7.265038,0.7,8.5666,-0.3202,0.08467885,0.007865455,0.74289507,-0.20011611
9.574,6.1484,25.784,0.166,8.339689,0.7,3.2887,-5.9615,0.011587422,0.008669622,-0.008241531,-0.022597687
10.0182,6.3483,37.2077,1.8764,7.099462,0.7,6.9561,-0.649,0.023170732,0.00925108,0.55427915,-0.23142226
9.612,6.5497,29.0566,0.9549,7.313965,0.7,8.5355,-0.9646,0.027491158,0.009340298,0.61701614,-0.20520778
8.4056,6.4609,33.0371,2.8816,8.278609,0.7,6.3334,-0.5895,0.027980229,0.008884728,0.59804595,-0.22278842
8.4468,6.1718,33.2585,2.5015,8.479756,0.7,8.7072,-0.8079,0.049631387,0.007990711,0.75878793,-0.24496272
8.3738,6.156,26.5014,0.4255,8.723287,0.7,5.0861,-5.1164,0.011749195,0.008700533,0.08573575,-0.05278556
8.1314,6.2484,31.9809,0.0211,8.255032,0.7,4.6066,-8.4574,0.013399808,0.008900548,-0.052461572,0.010444739
10.3077,6.4426,35.5954,3.4673,7.812309,0.7,4.0673,-7.1592,0.015307785,0.009054766,0.30938014,-0.08893852
10.6138,6.4599,37.0038,3.4021,7.911841,0.7,4.2239,-3.7627,0.016368674,0.008960609,0.3796128,-0.17110297
8.7839,6.5413,30.3672,1.8321,8.17973,0.7,6.6161,-4.5965,0.022349736,0.009082662,0.4975387,-0.16451237
10.0903,6.4977,28.8267,0.1479,7.937887,0.7,3.7451,-3.4856,0.012374941,0.009055993,0.14248835,-0.09116414
10.869,6.3304,35.5603,2.2908,7.864326,0.7,5.6432,-6.4124,0.015787182,0.0088849645,0.3350688,-0.11885968
10.8327,6.4285,25.6051,2.0695,6.564542,0.7,7.5682,1.1337,0.040319026,0.009204989,0.78232217,-0.162111
7.6634,6.3027,25.4276,2.5697,9.215102,0.7,5.6831,-4.3597,0.027673649,0.008586069,0.56696737,-0.14586188
9.5887,6.5069,33.5949,2.2162,8.190391,0.7,8.9246,-3.941,0.0263606,0.008853254,0.5809328,-0.21366297
9.6372,6.3508,34.236,1.9883,7.525714,0.7,6.0938,-6.0957,0.01609862,0.009228994,0.3288242,-0.09957612
9.4535,6.1395,26.0182,2.1996,8.084715,0.7,8.217,-2.7561,0.036426026,0.008544736,0.7113231,-0.19702472
8.844,6.3758,37.2966,1.1053,8.184796,0.7,4.2585,-6.3386,0.012197239,0.009015303,0.11017878,-0.04423696
7.9144,6.3184,36.3597,0.1878,8.400322,0.7,3.3608,-5.6053,0.011742162,0.009019954,0.051033597,-0.045242645
7.8893,6.1167,31.2852,1.888,9.076932,0.7,8.9975,-2.6079,0.029632337,0.008485317,0.6042428,-0.20022504
8.126,6.4069,26.6184,3.7163,7.841409,0.7,8.3573,-3.7744,0.036892343,0.009025332,0.7029979,-0.12742741
8.0717,6.128,27.2815,1.3144,8.006731,0.7,7.2047,-4.7174,0.018831322,0.009099682,0.40095237,-0.11119278
7.7745,6.1771,29.5659,3.7575,8.284703,0.7,3.8952,-4.2795,0.018181032,0.009027318,0.3923539,-0.1024947
9.463,6.3745,30.6565,2.9484,7.489747,0.7,6.4923,-1.5137,0.025110716,0.009124637,0.5858279,-0.19060598
10.9991,6.1874,35.8682,1.4125,6.570988,0.7,8.8507,0.5312,0.03090422,0.009087177,0.66840893,-0.21225074
10.2049,6.3651,31.5195,1.7965,6.882057,0.7,5.5616,-2.5852,0.015510828,0.009537531,0.3248085,-0.109155186
8.2497,6.4041,28.9596,3.5204,8.716042,0.7,4.7739,-0.8319,0.030657528,0.008638559,0.62760913,-0.19877192
10.5097,6.1748,36.0868,0.7308,7.599529,0.7,3.2004,-4.8283,0.011462498,0.008957703,0.054047003,-0.040126033
8.9493,6.4679,34.3696,0.3882,7.534934,0.7,6.0408,-3.1077,0.015937064,0.009427249,0.31844568,-0.13928196
9.3488,6.3969,25.9965,0.4692,8.112909,0.7,8.9678,0.4087,0.02221267,0.008987979,0.5201781,-0.19987889
10.3195,6.5446,29.4417,3.2068,7.388721,0.7,7.8094,-4.2873,0.035724103,0.008938527,0.7102068,-0.19516487
8.5958,6.5051,36.8684,1.3395,8.530072,0.7,4.8412,-3.7433,0.014128887,0.008979608,0.2591501,-0.1275397
10.4573,6.2953,29.8674,3.1248,7.41535,0.7,3.1134,-3.7842,0.016231561,0.009150922,0.37032765,-0.13036709
10.0468,6.3407,26.6743,2.3095,6.864299,0.7,8.7843,-1.9258,0.053983018,0.008743579,0.7908077,-0.14287645
7.9031,6.1663,25.81,3.3691,9.185719,0.7,4.0008,-5.3091,0.016236003,0.008589724,0.33409798,-0.08627179
10.744,6.264,34.0401,1.3525,6.811953,0.7,4.5689,-3.3914,0.016394872,0.009429156,0.36927328,-0.1426914
9.7444,6.2603,25.0964,2.9236,7.17201,0.7,7.8229,-2.6149,0.040637664,0.008921897,0.7678405,-0.1509394
7.8592,6.5227,33.6894,1.4383,7.979122,0.7,7.6739,-4.5258,0.02115983,0.009384178,0.4529352,-0.13687412
8.5155,6.3075,36.1737,1.1308,7.475078,0.7,6.3456,-2.1605,0.01670733,0.009418461,0.35242212,-0.12855475
10.5662,6.2008,32.4714,2.6048,7.116766,0.7,6.5919,-4.1285,0.027986469,0.008983028,0.6282895,-0.1939554
9.9177,6.225,36.9679,3.0597,7.236809,0.7,6.2632,-6.2054,0.018547513,0.009228682,0.42854238,-0.11264866
8.4261,6.2625,31.9325,1.6308,7.90361,0.7,7.6134,-2.1906,0.021008102,0.009135394,0.47899136,-0.16685379
10.8037,6.3996,29.2491,3.1998,6.77462,0.7,6.8081,-4.8814,0.025745777,0.009341771,0.6000489,-0.12040857
7.5373,6.1259,33.834,2.9091,8.515483,0.7,3.1763,-5.1144,0.017336981,0.008929166,0.36347866,-0.11580689
7.5593,6.3277,35.9822,3.3917,8.051185,0.7,5.7213,-3.4199,0.019748054,0.009261271,0.42852902,-0.11899379
10.5934,6.4354,34.38,1.4986,6.968614,0.7,3.7204,-2.7585,0.014757334,0.009475059,0.29221994,-0.13924089
9.5497,6.2455,29.1637,0.0052,8.295478,0.7,5.3332,-5.3867,0.014643416,0.008824411,0.25924593,-0.108244814
8.5064,6.2311,27.7978,0.0529,7.417776,0.7,3.5487,-8.4669,0.015547882,0.00918349,-0.15121509,0.012581689
7.7895,6.276,35.4929,3.2491,9.12914,0.7,4.8068,-5.2003,0.017877461,0.008685236,0.38299298,-0.13360274
